id,capitulo,fonte,tipo,confiabilidade,texto,atores,temas,citado_por,fonte_url
EV-0621-04,0621,cap 621,narracao,ambiguo,A wiki atribui a Otohime e a Neptune a crença de que o propósito de Noah era a migração em massa dos habitantes da ilha para a superfície.,Otohime|Neptune,Noah|superficie|migracao|promessa,H-03,https://onepiece.fandom.com/wiki/Noah
EV-0625-01,0625,cap 625,narracao,canonico,"Aos seis anos, ao gritar de medo quando um Dragão Celestial aponta a arma para sua mãe, Shirahoshi emite ondas de sonar e cinco Reis do Mar surgem.",Shirahoshi|Otohime|Mjosgard,Poseidon|Reis do Mar|Shirahoshi,H-06,https://onepiece.fandom.com/wiki/Chapter_625
EV-0625-02,0625,cap 625,fala,canonico,"Vander Decken IX recorda que foi a lenda de uma princesa sereia capaz de convocar Reis do Mar que levou o primeiro Vander Decken ao fundo do mar, e que a história foi passada aos descendentes.",Vander Decken IX,Poseidon|lenda|Reis do Mar,H-06,https://onepiece.fandom.com/wiki/Chapter_625
EV-0626-01,0626,cap 626,fala,canonico,"Otohime conta aos filhos que a profecia diz que um dia alguém aparecerá diante da princesa sereia para guiá-la e ensiná-la a usar seu poder para o bem, trazendo uma mudança imensa ao mundo.",Otohime,Poseidon|profecia|guia|promessa,H-08,https://onepiece.fandom.com/wiki/Chapter_626
EV-0626-02,0626,cap 626,fala,canonico,"Otohime diz que o mesmo poder da princesa sereia, se usado com intenção sinistra, pode causar grande destruição.",Otohime,Poseidon|armas ancestrais|destruicao,H-06|H-11,https://onepiece.fandom.com/wiki/Chapter_626
EV-0626-03,0626,cap 626,fala,canonico,"Otohime pede aos três filhos que protejam Shirahoshi com a própria vida quando a hora chegar, e Fukaboshi jura cumprir essa promessa à mãe moribunda.",Otohime|Fukaboshi,Poseidon|familia real|promessa,H-06,https://onepiece.fandom.com/wiki/Chapter_626
EV-0628-01,0628,cap 628,narracao,canonico,Robin observa que o poneglyph da Sea Forest é diferente de todos os que já lera: em vez de registro histórico tem forma de carta de desculpas e menciona alguém chamado Joy Boy.,Nico Robin|Joy Boy,Poneglyphs|Joy Boy|Sea Forest,H-04|H-05,https://onepiece.fandom.com/wiki/Chapter_628
EV-0632-01,0632,cap 632,fala,canonico,Vander Decken IX afirma que há muito tempo o povo da Ilha dos Homens-Peixe construiu o navio gigante Noah.,Vander Decken IX,Noah|Ilha dos Homens-Peixe,H-03|H-05,https://onepiece.fandom.com/wiki/Chapter_632
EV-0636-01,0636,cap 636,fala,canonico,"Ao ver Noah se mover, Neptune entra em pânico e afirma que ninguém pode mover o navio e que até o dia que tem de vir ele não pode ser movido de forma alguma.",Neptune|Fukaboshi,Noah|dia prometido|promessa,H-08,https://onepiece.fandom.com/wiki/Chapter_636
EV-0636-02,0636,cap 636,narracao,ambiguo,Noah é também chamada de Navio da Promessa.,,Noah|promessa,H-08,https://onepiece.fandom.com/wiki/Noah
EV-0641-01,0641,cap 641,fala,canonico,Fukaboshi diz que a missão de proteger Noah começou séculos atrás e que tudo o que fizeram por ela se perderia se o navio esmagasse a ilha.,Fukaboshi,Noah|promessa|familia real,H-08,https://onepiece.fandom.com/wiki/Chapter_641
EV-0641-02,0641,cap 641,fala,canonico,"Em flashback, Neptune explica que Noah não é um navio velho qualquer: séculos atrás foi feita uma promessa a um grande homem de manter o navio no fundo do mar e esperar, protegendo-o até que aquele dia chegue.",Neptune,Noah|promessa|dia prometido|Joy Boy,H-05|H-08,https://onepiece.fandom.com/wiki/Chapter_641
EV-0647-01,0647,cap 647,narracao,canonico,"A queda do navio Noah foi detida por Reis do Mar convocados inconscientemente por Shirahoshi, preservando a promessa da Ilha dos Homens-Peixe.",Shirahoshi|Monkey D. Luffy,Noah|promessa|Poseidon,,https://onepiece.fandom.com/wiki/Joy_Boy
EV-0648-01,0648,cap 648,narracao,canonico,Os Reis do Mar levaram Noah até a Sea Forest esperando consertá-la antes que chegue o tempo prometido.,,Noah|tempo determinado|Sea Forest,H-08,https://onepiece.fandom.com/wiki/Joy_Boy
EV-0648-02,0648,cap 648,fala,canonico,Os Reis do Mar dizem a Shirahoshi que há muito tempo estavam esperando por ela.,Shirahoshi,Reis do Mar|Poseidon|dia prometido,H-08,https://onepiece.fandom.com/wiki/Chapter_648
EV-0648-03,0648,cap 648,fala,canonico,"Os Reis do Mar afirmam que Noah foi feita para ser puxada por eles, e que isso lhes foi dito há muito tempo.",,Noah|Reis do Mar|promessa,H-03,https://onepiece.fandom.com/wiki/Chapter_648
EV-0648-04,0648,cap 648,fala,canonico,"Os Reis do Mar explicam que a cada várias centenas de anos a rainha deles nasce em forma de sereia, por um motivo que eles próprios desconhecem.",,Reis do Mar|Poseidon|lenda,H-08|H-10,https://onepiece.fandom.com/wiki/Chapter_648
EV-0648-05,0648,cap 648,fala,canonico,"Os Reis do Mar concluem que Noah pode ser consertada, mas que eles mesmos não conseguem fazê-lo e dependem da ajuda de outros.",,Noah|Reis do Mar|conserto,H-03,https://onepiece.fandom.com/wiki/Chapter_648
EV-0648-06,0648,cap 648,fala,canonico,"Um dos Reis do Mar percebe que Luffy ouviu a conversa deles, e o grupo lembra que outro humano, Gol D. Roger, também ouvia suas vozes.",Monkey D. Luffy|Gol D. Roger,Reis do Mar|vozes|Voz de Todas as Coisas,H-04,https://onepiece.fandom.com/wiki/Chapter_648
EV-0648-07,0648,cap 648,fala,canonico,"Ao ver a filha conversando com os Reis do Mar, Neptune declara que despertou o poder capaz de destruir o mundo.",Neptune|Shirahoshi,Poseidon|armas ancestrais|destruicao,H-06,https://onepiece.fandom.com/wiki/Chapter_648
EV-0649-01,0649,cap 649,narracao,canonico,Joy Boy escreveu num Poneglyph da Sea Forest um pedido de desculpas por não ter cumprido sua parte da promessa feita à Ilha dos Homens-Peixe.,Joy Boy,Joy Boy|promessa|Poneglyphs|desculpas,H-05,https://onepiece.fandom.com/wiki/Joy_Boy
EV-0649-02,0649,cap 649,narracao,canonico,"Shirahoshi herdou o título de Poseidon, o poder de falar com os Reis do Mar que aparece numa princesa sereia a cada vários séculos.",Shirahoshi|Neptune,Poseidon|armas ancestrais,H-06,https://onepiece.fandom.com/wiki/Ancient_Weapons
EV-0649-03,0649,cap 649,fala,canonico,"Neptune diz que a parte da Ilha dos Homens-Peixe na promessa era vigiar Noah e mantê-la em segurança, e que só quando chegar o tempo prometido o propósito do navio será conhecido.",Neptune|Nico Robin,Noah|promessa|dia prometido,H-05|H-08|H-09,https://onepiece.fandom.com/wiki/Chapter_649
EV-0649-04,0649,cap 649,fala,canonico,"Neptune afirma que não conhece os detalhes da promessa e que sabe apenas, por lenda transmitida na família real, que um dia alguém viria cumprir em lugar de Joy Boy o que ele prometeu.",Neptune|Joy Boy,promessa|Joy Boy|familia real|dia prometido,H-05|H-08,https://onepiece.fandom.com/wiki/Chapter_649
EV-0649-05,0649,cap 649,fala,canonico,"Perguntado por Robin, Neptune responde que Joy Boy não tinha o poder de controlar Reis do Mar e que essa habilidade pertencia à princesa sereia daquela época.",Neptune|Joy Boy|Nico Robin,Joy Boy|Poseidon|Reis do Mar|promessa,H-05|H-08,https://onepiece.fandom.com/wiki/Chapter_649
EV-0649-06,0649,cap 649,fala,canonico,Robin conta que o poneglyph que leu em Skypiea dois anos antes dava a localização de uma das armas ancestrais e dizia que ela estava na Ilha dos Homens-Peixe.,Nico Robin,Poneglyphs|armas ancestrais|Poseidon|Skypiea,H-06,https://onepiece.fandom.com/wiki/Chapter_649
EV-0649-07,0649,cap 649,fala,canonico,Neptune diz que a mensagem deixada por Joy Boy era endereçada à princesa sereia que vivia na ilha naquela época.,Neptune|Joy Boy,Joy Boy|Poseidon|Poneglyphs|promessa,H-05,https://onepiece.fandom.com/wiki/Chapter_649
EV-0649-08,0649,cap 649,narracao,ambiguo,A wiki descreve os termos da promessa como um acordo em que os habitantes da ilha construíram Noah para que o poder de Poseidon a erguesse até a superfície.,Joy Boy,Noah|promessa|Poseidon|superficie,H-03,https://onepiece.fandom.com/wiki/Noah
EV-0650-01,0650,cap 650,narracao,canonico,As três armas ancestrais têm nome de divindades e não se limitam a objetos inanimados: incluem seres vivos.,,armas ancestrais|Uranus|Poseidon|Pluton,H-06,https://onepiece.fandom.com/wiki/Ancient_Weapons
EV-0650-02,0650,cap 650,narracao,canonico,"Caribou, depois de descobrir que Shirahoshi é a arma ancestral Poseidon, tenta sequestrá-la no palácio e é impedido pelos Chapéus de Palha.",Caribou|Shirahoshi,Poseidon|armas ancestrais|sequestro,H-02,https://onepiece.fandom.com/wiki/Chapter_650
EV-0653-01,0653,cap 653,fala,canonico,"Ao se despedirem, Shirahoshi pede para ver uma floresta de verdade na superfície e Luffy fecha com ela uma promessa de mindinho de levá-la até lá, gesto repetido pelo restante da tripulação exceto Zoro e Franky.",Monkey D. Luffy|Shirahoshi,promessa|Poseidon|superficie,H-05,https://onepiece.fandom.com/wiki/Chapter_653
EV-0722-01,0722,cap 722,narracao,canonico,"Ha 800 anos, dezenove dos vinte monarcas se mudaram para Mary Geoise apos a fundacao do Governo Mundial, e apenas os Nefertari permaneceram.",Nefertari Lili,vinte reinos|Mary Geoise|Governo Mundial,,https://onepiece.fandom.com/wiki/Void_Century
EV-0763-01,0763,cap 763,fala,canonico,Rosinante afirma que o 'D.' foi herdado secretamente pelo mundo ao longo da história e que numa certa terra o Cla de D. era chamado de Inimigo Natural de Deus.,Donquixote Rosinante,Vontade de D.|Deus,,https://onepiece.fandom.com/wiki/Void_Century
EV-0818-01,0818,cap 818,narracao,canonico,"Os quatro Road Poneglyphs, lidos em conjunto, revelam quatro pontos cujo cruzamento indica a localização de Laugh Tale.",,Road Poneglyphs|Laugh Tale,H-08,https://onepiece.fandom.com/wiki/Laugh_Tale
EV-0818-02,0818,cap 818,fala,canonico,"Os Poneglyphs foram inventados pelo clã Kouzuki, cujos ancestrais os esculpiram no fim do Século Perdido.",Nekomamushi|Kouzuki,Poneglyphs|Kouzuki|Seculo Perdido,H-17,https://onepiece.fandom.com/wiki/Poneglyph
EV-0818-03,0818,cap 818,narracao,canonico,"Sukiyaki, da família Kouzuki, herdou dos ancestrais a habilidade de ler e de escrever a língua dos Poneglyphs, e a transmitiu ao filho Oden.",Kouzuki Sukiyaki|Kouzuki Oden,Poneglyphs|leitura|Kouzuki|Wano,,https://onepiece.fandom.com/wiki/Kozuki_Sukiyaki
EV-0820-01,0820,cap 820,fala,ambiguo,"Inuarashi afirma que a ilha final da Grand Line, Lodestar, explicaria como buscar os quatro Road Poneglyphs, e Nami objeta que Crocus dissera que a ilha final era Laugh Tale.",Inuarashi|Nami|Crocus,Laugh Tale|Lodestar|Road Poneglyphs,,https://onepiece.fandom.com/wiki/Laugh_Tale
EV-0821-01,0821,cap 821,narracao,canonico,"Zunesha foi sentenciada a caminhar eternamente e a só agir sob ordem, como punição por um crime cometido há 800 anos.",Zunesha,Zunesha|Seculo Perdido|punicao,,https://onepiece.fandom.com/wiki/Zunesha
EV-0821-02,0821,cap 821,narracao,canonico,Zunesha possui a Voz de Todas as Coisas e só consegue falar telepaticamente com quem tem a mesma habilidade; foi assim que pediu a Momonosuke permissão para revidar.,Zunesha|Kouzuki Momonosuke,Zunesha|Voz de Todas as Coisas|Kouzuki Momonosuke,,https://onepiece.fandom.com/wiki/Zunesha
EV-0822-01,0822,cap 822,fala,canonico,Miyagi especula que Zunesha não caminha ao acaso e pode estar procurando um lugar determinado.,Miyagi|Zunesha,Zunesha|destino|Seculo Perdido,,https://onepiece.fandom.com/wiki/Zunesha
EV-0908-01,0908,cap 908,imagem,canonico,"Imu demonstra interesse particular por Vivi, descendente da rainha Lili de Arabasta.",Imu|Nefertari Vivi,Imu|Lili|Arabasta,,https://onepiece.fandom.com/wiki/Void_Century
EV-0966-01,0966,cap 966,fala,canonico,Roger especulou que o Governo Mundial proíbe a pesquisa dos Poneglyphs justamente para que ninguém chegue a Laugh Tale e encontre o que está escondido lá.,Gol D. Roger,Governo Mundial|Laugh Tale|Poneglyphs,H-02|H-08|H-11|H-13,https://onepiece.fandom.com/wiki/Laugh_Tale
EV-0966-02,0966,cap 966,narracao,canonico,"Treze anos antes do encontro com Barba Branca, a tripulação de Roger chegou a Lodestar, a última ilha do Novo Mundo que o Log Pose aponta, e descobriu ali que ainda existia uma ilha depois dela.",Gol D. Roger,Laugh Tale|Lodestar|navegacao,,https://onepiece.fandom.com/wiki/Chapter_966
EV-0966-03,0966,cap 966,narracao,canonico,"O Log Pose não consegue travar em Laugh Tale, e o motivo não é explicado.",,Laugh Tale|navegacao|Log Pose,,https://onepiece.fandom.com/wiki/Chapter_966
EV-0966-04,0966,cap 966,fala,canonico,"Roger concluiu que só alcançaria a última ilha com a informação gravada nos Poneglyphs, e apresentou a Barba Branca e a Oden a transcrição de um deles.",Gol D. Roger|Kouzuki Oden|Edward Newgate,Poneglyphs|Laugh Tale|navegacao,,https://onepiece.fandom.com/wiki/Chapter_966
EV-0966-05,0966,cap 966,fala,canonico,"Roger pediu a Barba Branca que lhe emprestasse Oden por um ano, com a finalidade declarada de decifrar os Road Poneglyphs.",Gol D. Roger|Kouzuki Oden|Edward Newgate,Road Poneglyphs|Laugh Tale|Oden,,https://onepiece.fandom.com/wiki/Chapter_966
EV-0966-06,0966,cap 966,fala,canonico,"Segundo Oden, a língua antiga dos Poneglyphs é uma cifra secreta ensinada a apenas um filho da família Kouzuki.",Kouzuki Oden,Poneglyphs|Kouzuki|escrita antiga,,https://onepiece.fandom.com/wiki/Chapter_966
EV-0966-07,0966,cap 966,narracao,canonico,Roger localizou o Poneglyph de Skypiea ouvindo as vozes que vinham de dentro dele.,Gol D. Roger,Poneglyphs|vozes|Skypiea,,https://onepiece.fandom.com/wiki/Chapter_966
EV-0966-08,0966,cap 966,narracao,canonico,"Foi Oden quem gravou, na escrita antiga, a mensagem que Roger ditou junto ao Poneglyph do sino de ouro de Shandora, registrando que estivera ali.",Kouzuki Oden|Gol D. Roger,Poneglyphs|escrita antiga|Skypiea|mensagem,,https://onepiece.fandom.com/wiki/Chapter_966
EV-0967-02,0967,cap 967,narracao,canonico,Joy Boy deixou Poneglyphs descrevendo o paradeiro das armas ancestrais.,Joy Boy,Poneglyphs|armas ancestrais|Joy Boy,H-06,https://onepiece.fandom.com/wiki/Joy_Boy
EV-0967-03,0967,cap 967,fala,ambiguo,"Em Laugh Tale, Roger se dirige a Joy Boy e nomeia duas coisas na mesma fala: o tesouro inacreditável que ele deixou e o inacreditável laugh tale.",Gol D. Roger|Joy Boy,Laugh Tale|tesouro|riso,H-04|H-13,https://thelibraryofohara.com/2022/01/04/what-is-the-one-piece-the-ultimate-one-piece-theory/
EV-0967-04,0967,cap 967,narracao,canonico,A canção Binks' Sake toca ao longo de todo o capítulo em que a tripulação de Roger chega a Laugh Tale.,Gol D. Roger,Binks' Sake|Laugh Tale|riso,H-11|H-12,https://thelibraryofohara.com/2022/01/04/what-is-the-one-piece-the-ultimate-one-piece-theory/
EV-0967-05,0967,cap 967,fala,canonico,"Rayleigh garantiu a Netuno que a tripulação de Roger não estava atrás da arma ancestral, e sim do tesouro de quem criou a arma.",Silvers Rayleigh|Neptune,armas ancestrais|tesouro|Joy Boy|Laugh Tale,,https://onepiece.fandom.com/wiki/Chapter_967
EV-0967-06,0967,cap 967,narracao,canonico,"A arma ancestral Poseidon não estava na Ilha dos Homens-Peixe quando a tripulação de Roger chegou, apesar de o Poneglyph de Skypiea indicar que ela estaria lá.",Gol D. Roger|Neptune,Poseidon|armas ancestrais|Poneglyphs|Ilha dos Homens-Peixe,,https://onepiece.fandom.com/wiki/Chapter_967
EV-0967-07,0967,cap 967,fala,canonico,"Netuno, que ainda nem era casado, concluiu diante dos Piratas de Roger que sua futura filha seria a Poseidon, apoiado na previsão de Shyarly de que nasceria em breve uma sereia capaz de falar com os Reis do Mar.",Neptune|Shyarly|Gol D. Roger,Poseidon|profecia|Ilha dos Homens-Peixe,,https://onepiece.fandom.com/wiki/Chapter_967
EV-0967-08,0967,cap 967,narracao,canonico,"Oden registrou por escrito que, na ilha final, a tripulação descobriu as verdades sobre o Século Perdido, sobre o significado do D. e sobre as armas ancestrais.",Kouzuki Oden|Gol D. Roger,Seculo Perdido|Vontade de D.|armas ancestrais|Laugh Tale|diario de Oden,,https://onepiece.fandom.com/wiki/Chapter_967
EV-0967-09,0967,cap 967,narracao,canonico,Na ilha final Oden aprendeu que Wano já estivera conectada ao resto do mundo.,Kouzuki Oden,Wano|isolamento|Seculo Perdido|Laugh Tale,,https://onepiece.fandom.com/wiki/Chapter_967
EV-0967-10,0967,cap 967,narracao,canonico,O tesouro encontrado na ilha final tinha sido deixado ali por Joy Boy oitocentos anos antes.,Joy Boy|Gol D. Roger,Laugh Tale|Joy Boy|tesouro|Seculo Perdido,,https://onepiece.fandom.com/wiki/Roger_Pirates
EV-0967-11,0967,cap 967,narracao,canonico,"A tripulação de Roger gargalha ao encontrar o tesouro em Laugh Tale, e Roger comenta que chegaram cedo demais.",Gol D. Roger|Rayleigh|Oden,Laugh Tale|One Piece|riso|Joy Boy,H-03|H-03|H-04|H-15,https://onepiece.fandom.com/wiki/Chapter_967
EV-0967-12,0967,cap 967,narracao,traducao_disputada,"O nome Laugh Tale foi dado pelo próprio Roger, em referência ao que a paráfrase em inglês chama de uma história de rir.",Gol D. Roger,Laugh Tale|nome|riso|traducao,,https://onepiece.fandom.com/wiki/Chapter_967
EV-0968-01,0968,cap 968,fala,canonico,"Roger e Oden ouviram os Reis do Mar falarem do nascimento, dali a 25 anos, de alguém que os lideraria, junto com a nova Poseidon.",Gol D. Roger|Kouzuki Oden,tempo determinado|Poseidon|Reis do Mar,H-08,https://onepiece.fandom.com/wiki/Joy_Boy
EV-0968-02,0968,cap 968,narracao,canonico,"Ao saber que tinham chegado cedo demais, Roger planejou gerar um filho que encontrasse o One Piece depois dele.",Gol D. Roger|Portgas D. Ace,cedo demais|sucessao|One Piece,H-08,https://onepiece.fandom.com/wiki/Gol_D._Roger
EV-0968-03,0968,cap 968,narracao,canonico,"Ao completar o feito, Roger dá uma grande festa com a tripulação, trocando bebidas com todos.",Gol D. Roger,festa|sake|Laugh Tale,H-11,https://onepiece.fandom.com/wiki/Gol_D._Roger
EV-0968-04,0968,cap 968,narracao,canonico,"Foi o mundo, e não Roger, que deu o nome de One Piece ao conjunto de tudo o que ele obteve na viagem final.",Gol D. Roger,One Piece|nome|Era dos Piratas,,https://onepiece.fandom.com/wiki/Chapter_968
EV-0968-05,0968,cap 968,narracao,canonico,"Roger se irritou por o Governo Mundial divulgar seu nome como Gold Roger, escondendo o Gol D., mas disse compreender o motivo do encobrimento à luz do que a tripulação aprenderá em Laugh Tale.",Gol D. Roger|Governo Mundial,Vontade de D.|Governo Mundial|Laugh Tale|apagamento,,https://onepiece.fandom.com/wiki/Chapter_968
EV-0968-06,0968,cap 968,fala,canonico,"Ao ser deixado em Wano pela tripulação, Oden declarou que abriria as fronteiras do país antes do dia em que Joy Boy aparecer.",Kouzuki Oden|Joy Boy,Wano|fronteiras|Joy Boy|retorno,,https://onepiece.fandom.com/wiki/Chapter_968
EV-0968-07,0968,cap 968,narracao,canonico,"Oden recusou a oferta dos Piratas de Roger de ajudá-lo a abrir as fronteiras de Wano e decidiu realizar isso por dentro, tornando-se shogun com o apoio de seus retainers.",Kouzuki Oden,Wano|fronteiras|sucessao,,https://onepiece.fandom.com/wiki/Kozuki_Oden
EV-0968-08,0968,cap 968,narracao,canonico,"Os diários de Oden contradizem o que o capítulo mostra: ele escreveu que nenhuma lágrima foi derramada na despedida de Roger e que a sua própria despedida foi com sorrisos, enquanto os painéis mostram a tripulação em prantos nas duas cenas.",Kouzuki Oden,diario de Oden|confiabilidade|riso,,https://onepiece.fandom.com/wiki/Chapter_968
EV-0969-01,0969,cap 969,narracao,canonico,"Ao receber a notícia da execução de Roger, Oden chorou e riu ao mesmo tempo, maravilhado com os feitos de Roger em vida.",Kouzuki Oden|Gol D. Roger,riso|Oden|execucao,,https://onepiece.fandom.com/wiki/Gol_D._Roger
EV-0972-01,0972,cap 972,fala,canonico,"Ao aprender a verdadeira história, Roger riu e declarou que gostaria de ter vivido na mesma época que Joy Boy.",Gol D. Roger|Joy Boy,riso|Joy Boy|Laugh Tale,H-02|H-05,https://onepiece.fandom.com/wiki/Joy_Boy
EV-0972-02,0972,cap 972,narracao,canonico,"Os Piratas de Roger leram a mensagem em Laugh Tale, aprenderam a verdadeira história e decidiram deixar tudo como estava ao perceber que tinham chegado cedo demais.",Gol D. Roger,Laugh Tale|cedo demais|mensagem,H-01|H-02|H-07|H-11,https://onepiece.fandom.com/wiki/Joy_Boy
EV-0972-03,0972,cap 972,fala,canonico,"Oden revelou publicamente, da panela de execução, que foi a própria família Kouzuki que fechou Wano ao resto do mundo, para proteger o país de uma grande força externa.",Kouzuki Oden,Wano|isolamento|Kouzuki|ameaca,,https://onepiece.fandom.com/wiki/Chapter_972
EV-0972-04,0972,cap 972,fala,canonico,"Oden afirmou que Wano e o mundo inteiro aguardam a chegada de uma figura ligada a um intervalo de oitocentos anos, e que, quando ela aparecer, Wano deve recebê-la e trabalhar ao lado dela.",Kouzuki Oden,Joy Boy|retorno|Wano|oitocentos anos,,https://onepiece.fandom.com/wiki/Chapter_972
EV-0972-05,0972,cap 972,fala,canonico,"Certo de que seria morto, Oden pediu aos seus retainers que abrissem as fronteiras de Wano em seu lugar.",Kouzuki Oden,Wano|fronteiras|heranca,,https://onepiece.fandom.com/wiki/Chapter_972
EV-0972-06,0972,cap 972,narracao,canonico,"Na carta deixada a Toki, Oden previu que em vinte anos estouraria uma guerra e que chegaria ao Novo Mundo uma força capaz de derrubar Kaidou, e pediu que ela usasse seu poder em função disso.",Kouzuki Oden|Kouzuki Toki,previsao|tempo determinado|Wano,,https://onepiece.fandom.com/wiki/Chapter_972
EV-0972-07,0972,cap 972,narracao,canonico,O plano de Toki usar a Toki Toki no Mi para enviar pessoas vinte anos ao futuro foi concebido por Oden.,Kouzuki Oden|Kouzuki Toki,salto temporal|Wano|plano,,https://onepiece.fandom.com/wiki/Chapter_972
EV-0973-01,0973,cap 973,narracao,canonico,"Com o castelo em chamas, Toki enviou Momonosuke e quatro dos retainers vinte anos ao futuro e ficou para trás, em vez de fugir com eles para Zou.",Kouzuki Toki|Kouzuki Momonosuke,salto temporal|Wano|Kouzuki,,https://onepiece.fandom.com/wiki/Chapter_973
EV-0973-02,0973,cap 973,narracao,canonico,"Ferida e prestes a morrer, Toki cavalgou até Bakura Town e proferiu publicamente uma profecia diante dos cidadãos, e Orochi passou a temer o que ela anunciou.",Kouzuki Toki|Kurozumi Orochi,profecia|Wano|Toki,,https://onepiece.fandom.com/wiki/Chapter_973
EV-0973-03,0973,cap 973,narracao,ambiguo,"Seguidores dos Kouzuki e o próprio Orochi entenderam a profecia de Toki como o anúncio de que, dali a vinte anos, nove sombras vingariam Oden, derrubariam Orochi e abririam as fronteiras de Wano.",Kouzuki Toki|Kurozumi Orochi,profecia|Wano|fronteiras|nove sombras,,https://onepiece.fandom.com/wiki/Amatsuki_Toki
EV-0973-04,0973,cap 973,narracao,canonico,"Toki nasceu por volta de oitocentos e trinta anos antes do presente, dentro do Século Perdido, e chegou à era atual saltando repetidamente para frente no tempo sempre que corria perigo.",Kouzuki Toki,Seculo Perdido|salto temporal|Toki,,https://onepiece.fandom.com/wiki/Amatsuki_Toki
EV-0973-05,0973,"wiki Kouzuki Toki, secao Devil Fruit",narracao,ambiguo,O poder da Toki Toki no Mi funciona numa direção só: envia pessoas anos ou décadas para o futuro e nunca de volta ao passado.,Kouzuki Toki,salto temporal|akuma no mi|tempo,,https://onepiece.fandom.com/wiki/Amatsuki_Toki
EV-0973-06,0973,cap 973,narracao,ambiguo,"Toki pertencia à família daimyo Amatsuki e, ainda assim, não conhecia sua terra de origem; o que ela buscava ao viajar era chegar a Wano.",Kouzuki Toki,Seculo Perdido|Wano|Toki|memoria,,https://onepiece.fandom.com/wiki/Amatsuki_Toki
EV-0973-07,0973,cap 973,narracao,canonico,"Durante a viagem com os Piratas de Roger, Oden ergueu Momonosuke para lhe mostrar o horizonte, dizendo que aquilo era apenas uma parte mínima do mundo que existe fora de Wano, e passou a lhe ensinar diversas matérias.",Kouzuki Oden|Kouzuki Momonosuke,Momonosuke|transmissao|Wano,,https://onepiece.fandom.com/wiki/Chapter_973
EV-1000-01,1000,cap 1000,narracao,canonico,"O título completo do capítulo 1000 é o sake que preparei enquanto esperava por você, Luffy Chapéu de Palha.",Monkey D. Luffy,sake|espera|Luffy,H-11,https://onepiece.fandom.com/wiki/Chapter_1000
EV-1000-02,1000,cap 1000,fala,canonico,"Ace revela a Yamato o objetivo que está no fim do sonho de Luffy, e Yamato reconhece que bate com o que Oden registrara no diário sobre o que Roger dissera.",Portgas D. Ace|Yamato|Kouzuki Oden,sonho|Roger|Luffy,,https://onepiece.fandom.com/wiki/Portgas_D._Ace
EV-1014-01,1014,cap 1014,fala,canonico,Kaidou afirma que Luffy não conseguiu se tornar o novo Joy Boy.,Kaidou|Monkey D. Luffy,Joy Boy|Luffy|fracasso,,https://onepiece.fandom.com/wiki/Joy_Boy
EV-1023-01,1023,cap 1023,fala,canonico,"Barba Branca contou a Marco que existiu um Kami no Kuni, um país dos deuses, no alto da Red Line muito antes de Mary Geoise existir.",Edward Newgate|Marco,Red Line|Mary Geoise|Lunarians|deuses,H-14,https://onepiece.fandom.com/wiki/Lunarians
EV-1033-01,1033,cap 1033,fala,canonico,Queen afirma que os Lunarians eram chamados de deuses num passado distante e sobrevivem em qualquer ambiente natural.,Queen,Lunarians|deuses|lua,H-14|H-16,https://onepiece.fandom.com/wiki/Lunarians
EV-1037-01,1037,cap 1037,fala,canonico,"Um dos Cinco Anciãos questiona se a fruta de Nika não seria apenas lenda, já que não desperta há séculos, e cogita que a própria fruta esteja fugindo deles.",Cinco Anciaos,Nika|Akuma no Mi|Governo Mundial,H-10,https://onepiece.fandom.com/wiki/Nika
EV-1037-02,1037,cap 1037,narracao,canonico,Zunesha chegou às águas próximas de Wano e ali encontrou uma grande frota de navios do Governo Mundial.,Zunesha,Zunesha|Wano|Governo Mundial,,https://onepiece.fandom.com/wiki/Zunesha
EV-1040-01,1040,cap 1040,narracao,canonico,Joy Boy foi camarada de Zunesha durante sua vida.,Joy Boy|Zunesha,Joy Boy|Zunesha,,https://onepiece.fandom.com/wiki/Joy_Boy
EV-1041-01,1041,cap 1041,fala,canonico,"Zunesha declarou a Momonosuke, pela Voz de Todas as Coisas, que lutaria sob o comando dele e que abriria as fronteiras de Wano.",Zunesha|Kouzuki Momonosuke,Zunesha|Wano|fronteiras|Kouzuki Momonosuke,,https://onepiece.fandom.com/wiki/Zunesha
EV-1043-01,1043,cap 1043,narracao,canonico,"Inconsciente, o batimento cardíaco de Luffy adquiriu as qualidades dos Tambores da Libertação, e Zunesha declarou que Joy Boy tinha retornado.",Monkey D. Luffy|Zunesha,Tambores da Libertacao|Joy Boy|retorno,H-10,https://onepiece.fandom.com/wiki/Joy_Boy
EV-1046-01,1046,cap 1046,fala,canonico,"Zunesha comparou Luffy ao Joy Boy que conheceu no passado e afirmou que aquilo era o destino do garoto, depositando confiança nele.",Zunesha|Monkey D. Luffy|Joy Boy,Zunesha|Joy Boy|Monkey D. Luffy|destino,,https://onepiece.fandom.com/wiki/Zunesha
EV-1050-01,1050,cap 1050,narracao,canonico,"Depois da derrota de Kaidou, Momonosuke decidiu não abrir ainda as fronteiras de Wano e comunicou a decisão a Zunesha.",Kouzuki Momonosuke|Zunesha,Wano|fronteiras|Kouzuki Momonosuke|Zunesha,,https://onepiece.fandom.com/wiki/Zunesha
